Basis,Line,Product,,Rate,Yield,Uptime
Run Time,Line 92,1013108,0.88,57.00195714130695,63.092510278092305,65.2163369495852
Run Time,Line 92,1013108,0.89,57.07086873965347,63.11646945921056,65.2163369495852
Run Time,Line 92,1013108,0.9,57.08226625056151,63.332102089274926,65.2163369495852
Run Time,Line 92,1013108,0.91,57.14267300415823,63.547734719339296,65.2163369495852
Run Time,Line 92,1013108,0.92,57.87096085005995,63.67132972273086,65.2163369495852
Run Time,Line 92,1013108,0.93,59.34314601459512,63.78342002278832,65.2163369495852
Run Time,Line 92,1013108,0.94,59.44873615486117,63.983961595659345,65.2163369495852
Run Time,Line 92,1013108,0.95,59.6212185035726,64.22872880493716,65.2163369495852
Run Time,Line 92,1013108,0.96,60.04358492679182,64.52506557618507,65.2163369495852
Run Time,Line 92,1013108,0.97,61.1920724976916,64.88586429989562,65.2163369495852
Run Time,Line 92,1013108,0.98,61.46932641239525,65.19763856468617,65.2163369495852
Run Time,Line 92,1013108,0.99,61.80358792674276,65.33782722325668,65.2163369495852
Run Time,Line 92,1013108,1.0,62.50322642623623,65.4780158818272,65.2163369495852
Run Time,Line 92,1013799,0.5,16.94777777777778,16.94777777777778,16.94777777777778
Run Time,Line 92,1013799,0.51,16.954445755919856,16.972028256549233,17.099723371647514
Run Time,Line 92,1013799,0.52,16.961113734061932,16.99627873532069,17.251668965517243
Run Time,Line 92,1013799,0.53,16.967781712204008,17.020529214092143,17.403614559386977
Run Time,Line 92,1013799,0.54,16.974449690346088,17.044779692863596,17.55917503653672
Run Time,Line 92,1013799,0.55,16.976838752033352,17.059405424052603,17.73461737172651
Run Time,Line 92,1013799,0.56,16.97837203042966,17.062481458142674,17.910059706916304
Run Time,Line 92,1013799,0.57,16.979905308825966,17.065557492232738,18.085502042106096
Run Time,Line 92,1013799,0.58,16.98143858722227,17.068633526322806,18.287453521349292
Run Time,Line 92,1013799,0.59,16.995556117165822,17.071709560412874,18.549050574712645
Run Time,Line 92,1013799,0.6,17.01596577288299,17.07478559450294,18.810647628076
Run Time,Line 92,1013799,0.61,17.036375428600152,17.07786162859301,19.07224468143935
Run Time,Line 92,1013799,0.62,17.05678508431732,17.080937662683077,19.3316728048347
Run Time,Line 92,1013799,0.63,17.067048701489327,17.084013696773145,19.588570509934037
Run Time,Line 92,1013799,0.64,17.067166280116176,17.08597117301228,19.84546821503338
Run Time,Line 92,1013799,0.65,17.06728385874302,17.08597117301228,20.102365920132723
Run Time,Line 92,1013799,0.66,17.067401437369867,17.08597117301228,20.21563226290635
Run Time,Line 92,1013799,0.67,17.073582884582233,17.08597117301228,20.239129004226413
Run Time,Line 92,1013799,0.68,17.09189206896565,17.08597117301228,20.262625745546476
Run Time,Line 92,1013799,0.69,17.110201253349064,17.08597117301228,20.286122486866535
Run Time,Line 92,1013799,0.7,17.12851043773248,17.08597117301228,20.401196271280167
Run Time,Line 92,1013799,0.71,17.14593044605414,17.08597117301228,20.543743168621877
Run Time,Line 92,1013799,0.72,17.158904574067016,17.08597117301228,20.686290065963583
Run Time,Line 92,1013799,0.73,17.171878702079894,17.086812846469076,20.82883696330529
Run Time,Line 92,1013799,0.74,17.184852830092773,17.08989898247734,20.858599502310703
Run Time,Line 92,1013799,0.75,17.19782695810565,17.0929851184856,20.878963344788087
Run Time,Line 92,1013799,0.76,17.211716018567486,17.096071254493864,20.899327187265477
Run Time,Line 92,1013799,0.77,17.22560507902932,17.099157390502125,20.933548082316236
Run Time,Line 92,1013799,0.78,17.23949413949116,17.102243526510385,21.134053608247424
Run Time,Line 92,1013799,0.79,17.253383199952996,17.10532966251865,21.33455913417862
Run Time,Line 92,1013799,0.8,17.2563344011356,17.10841579852691,21.53506466010981
Run Time,Line 92,1013799,0.81,17.25709803046236,17.11150193453517,21.68929968005688
Run Time,Line 92,1013799,0.82,17.257861659789114,17.119741154222734,21.68929968005688
Run Time,Line 92,1013799,0.83,17.258625289115873,17.15116925046713,21.68929968005688
Run Time,Line 92,1013799,0.84,17.266892647411265,17.182597346711532,21.68929968005688
Run Time,Line 92,1013799,0.85,17.278911870190978,17.214025442955933,21.68929968005688
Run Time,Line 92,1013799,0.86,17.290931092970688,17.245453539200334,21.68929968005688
Run Time,Line 92,1013799,0.87,17.3029503157504,17.276881635444735,21.68929968005688
Run Time,Line 92,1013799,0.88,17.311625726334846,17.308309731689135,21.68929968005688
Run Time,Line 92,1013799,0.89,17.316957324724022,17.339737827933536,21.68929968005688
Run Time,Line 92,1013799,0.9,17.322288923113195,17.371165924177937,21.68929968005688
Run Time,Line 92,1013799,0.91,17.32762052150237,17.405127544938864,21.68929968005688
Run Time,Line 92,1013799,0.92,17.34105637794518,17.46442441086505,21.68929968005688
Run Time,Line 92,1013799,0.93,17.37070075049526,17.523721276791232,21.68929968005688
Run Time,Line 92,1013799,0.94,17.400345123045334,17.58301814271741,21.68929968005688
Run Time,Line 92,1013799,0.95,17.429989495595407,17.6423150086436,21.68929968005688
Run Time,Line 92,1013799,0.96,17.46020712524232,17.70161187456978,21.68929968005688
Run Time,Line 92,1013799,0.97,17.493291040373407,17.76090874049596,21.68929968005688
Run Time,Line 92,1013799,0.98,17.52637495550449,17.820205606422142,21.68929968005688
Run Time,Line 92,1013799,0.99,17.559458870635577,17.879502472348328,21.68929968005688
Run Time,Line 92,1013799,1.0,17.592542785766664,17.93879933827451,21.68929968005688
Run Time,Line 92,1013904 A,0.5,151.55,151.55,151.55
Run Time,Line 92,1013904 A,0.51,151.76753878555976,152.33343522350341,151.5670547045952
Run Time,Line 92,1013904 A,0.52,151.8817677310956,152.5591845843162,152.05785120350112
Run Time,Line 92,1013904 A,0.53,152.2195315003811,153.56282943903133,153.71973741794312
Run Time,Line 92,1013904 A,0.54,346.5483082219716,154.57206364897678,154.0324070021882
Run Time,Line 92,1013904 A,0.55,361.9769915737201,154.7072916666667,154.3640262582057
Run Time,Line 92,1013904 A,0.56,363.2037332021965,154.7072916666667,155.21865645514225
Run Time,Line 92,1013904 A,0.57,363.75986447356456,154.7072916666667,155.33235448577682
Run Time,Line 92,1013904 A,0.58,366.5725365700481,156.41554061181435,155.71513785557988
Run Time,Line 92,1013904 A,0.59,374.2272836468488,160.08032016612972,156.1926695842451
Run Time,Line 92,1013904 A,0.6,378.2388576641158,160.14209891435465,156.47691466083154
Run Time,Line 92,1013904 A,0.61,380.01455286576646,160.33266184911236,156.86348796498905
Run Time,Line 92,1013904 A,0.62,400.17271065750947,160.90314126448965,157.41871334792123
Run Time,Line 92,1013904 A,0.63,415.6001799545822,161.61593847819182,157.82992122538295
Run Time,Line 92,1013904 A,0.64,434.40783663234583,161.9459603658537,157.99288840262582
Run Time,Line 92,1013904 A,0.65,435.6367762812176,162.59550818585853,158.77929978118163
Run Time,Line 92,1013904 A,0.66,436.57278759053395,163.02854006586173,159.73436323851203
Run Time,Line 92,1013904 A,0.67,437.74672135183897,163.15036359030654,160.077352297593
Run Time,Line 92,1013904 A,0.68,438.0179326483753,163.20769230769235,160.31232822757113
Run Time,Line 92,1013904 A,0.69,438.8731167420998,163.2730786261709,160.65910722100656
Run Time,Line 92,1013904 A,0.7,439.1335792808716,163.51248988084598,160.84481400437636
Run Time,Line 92,1013904 A,0.71,439.20730278194947,163.5671806167401,161.14421881838075
Run Time,Line 92,1013904 A,0.72,439.2589816289431,163.6941110567249,161.4644682713348
Run Time,Line 92,1013904 A,0.73,439.28828450313165,163.71141975308643,161.95336980306345
Run Time,Line 92,1013904 A,0.74,439.9333457576898,163.89353210877934,162.82884463894968
Run Time,Line 92,1013904 A,0.75,439.9333457576898,164.27646379044685,164.15153172866522
Run Time,Line 92,1013904 A,0.76,439.982014406558,164.37933687844762,165.77741356673963
Run Time,Line 92,1013904 A,0.77,440.4002289044307,166.50112107623323,167.2024288840263
Run Time,Line 92,1013904 A,0.78,440.4183880352616,166.52354546964415,167.84482275711164
Run Time,Line 92,1013904 A,0.79,440.4975090616248,166.7179574017327,169.5976673960613
Run Time,Line 92,1013904 A,0.8,441.2710518792323,167.02595835341265,170.50914660831512
Run Time,Line 92,1013904 A,0.81,444.0967215611709,167.97213043986585,170.54704595185996
Run Time,Line 92,1013904 A,0.82,457.34040431139266,169.12270873951007,170.54704595185996
Run Time,Line 92,1013904 A,0.83,458.8775951977587,169.30036778115502,170.54704595185996
Run Time,Line 92,1013904 A,0.84,460.1423448378561,169.3973094921058,170.54704595185996
Run Time,Line 92,1013904 A,0.85,460.59093018157046,169.52288698782144,170.54704595185996
Run Time,Line 92,1013904 A,0.86,461.5780790388613,169.7985899668911,170.54704595185996
Run Time,Line 92,1013904 A,0.87,462.6233912327456,170.88009317415862,170.54704595185996
Run Time,Line 92,1013904 A,0.88,462.9678993972624,171.801602815243,170.54704595185996
Run Time,Line 92,1013904 A,0.89,462.9949013186071,172.31135733034728,170.54704595185996
Run Time,Line 92,1013904 A,0.9,463.2312194608491,172.67267940847373,170.54704595185996
Run Time,Line 92,1013904 A,0.91,463.766708079376,172.94648342985357,170.54704595185996
Run Time,Line 92,1013904 A,0.92,464.02377887709287,173.23258374092336,170.54704595185996
Run Time,Line 92,1013904 A,0.93,467.4300839049488,173.50847051959644,170.54704595185996
Run Time,Line 92,1013904 A,0.94,467.93279893181693,173.65255177487097,170.54704595185996
Run Time,Line 92,1013904 A,0.95,468.33779625416,173.69966188777994,170.54704595185996
Run Time,Line 92,1013904 A,0.96,468.60356858158514,173.798758951808,170.54704595185996
Run Time,Line 92,1013904 A,0.97,468.83937616690486,174.01681459844377,170.54704595185996
Run Time,Line 92,1013904 A,0.98,469.1167227915975,174.18330222503428,170.54704595185996
Run Time,Line 92,1013904 A,0.99,469.1401916660007,174.3131682046301,170.54704595185996
Run Time,Line 92,1013904 A,1.0,475.1593786186669,174.48190789473688,170.54704595185996
Run Time,Line 92,1013975 A,0.5,27.765,27.765,27.765
Run Time,Line 92,1013975 A,0.51,27.765524514630666,27.819992479523457,28.004794549429953
Run Time,Line 92,1013975 A,0.52,27.766718812132698,27.874984959046913,28.116236139309695
Run Time,Line 92,1013975 A,0.53,27.76841544678825,27.97001582278481,28.131413009526785
Run Time,Line 92,1013975 A,0.54,27.770112081443802,28.13368391660462,28.146589879743868
Run Time,Line 92,1013975 A,0.55,27.770616010195862,28.297352010424422,28.211633609245666
Run Time,Line 92,1013975 A,0.56,27.770642856586523,28.46102010424423,28.296624082461346
Run Time,Line 92,1013975 A,0.57,27.77066970297718,28.624688198064035,28.381614555677025
Run Time,Line 92,1013975 A,0.58,27.772869774286317,28.799061205531743,28.588887240356083
Run Time,Line 92,1013975 A,0.59,27.77543204974853,29.064425979006568,28.81654029361237
Run Time,Line 92,1013975 A,0.6,27.77799432521074,29.3297907524814,29.044193346868653
Run Time,Line 92,1013975 A,0.61,27.783828537477934,29.59515552595623,29.147396064344836
Run Time,Line 92,1013975 A,0.62,27.789662749745123,29.86052029943107,29.250598781821022
Run Time,Line 92,1013975 A,0.63,27.795004804554456,30.125885072905895,29.34816437607372
Run Time,Line 92,1013975 A,0.64,27.79739391461664,30.312590140895978,29.411907230985474
Run Time,Line 92,1013975 A,0.65,27.799783024678828,30.484546514107667,29.475650085897236
Run Time,Line 92,1013975 A,0.66,27.805745248563507,30.65650288731936,29.598365922223955
Run Time,Line 92,1013975 A,0.67,27.82064025700443,30.82845926053105,29.86851421208809
Run Time,Line 92,1013975 A,0.68,27.835535265445355,31.000415633742744,30.13866250195221
Run Time,Line 92,1013975 A,0.69,27.84408490798608,31.173752313963163,30.322953068873968
Run Time,Line 92,1013975 A,0.7,27.8441740626599,31.34809285382631,30.39276667187256
Run Time,Line 92,1013975 A,0.71,27.844263217333708,31.52243339368944,30.462580274871158
Run Time,Line 92,1013975 A,0.72,27.84430142647963,31.69677393355258,30.638198344526003
Run Time,Line 92,1013975 A,0.73,27.84430142647963,31.871114473415716,30.893169764173045
Run Time,Line 92,1013975 A,0.74,27.84430142647963,32.03925076995426,31.148141183820083
Run Time,Line 92,1013975 A,0.75,27.84430142647963,32.19394453928952,31.220990160862097
Run Time,Line 92,1013975 A,0.76,27.84430142647963,32.34863830862478,31.220990160862097
Run Time,Line 92,1013975 A,0.77,27.84430142647963,32.50333207796004,31.220990160862097
Run Time,Line 92,1013975 A,0.78,27.84430142647963,32.6580258472953,31.220990160862097
Run Time,Line 92,1013975 A,0.79,27.84430142647963,32.81154896998448,31.220990160862097
Run Time,Line 92,1013975 A,0.8,27.84430142647963,32.94400045304423,31.220990160862097
Run Time,Line 92,1013975 A,0.81,27.847077480321083,33.076451936103986,31.220990160862097
Run Time,Line 92,1013975 A,0.82,27.849853534162552,33.20890341916373,31.220990160862097
Run Time,Line 92,1013975 A,0.83,27.853712730398797,33.341354902223486,31.220990160862097
Run Time,Line 92,1013975 A,0.84,27.864070781003793,33.47380638528325,31.220990160862097
Run Time,Line 92,1013975 A,0.85,27.874428831608782,33.501690908032664,31.220990160862097
Run Time,Line 92,1013975 A,0.86,27.881827439183777,33.501690908032664,31.220990160862097
Run Time,Line 92,1013975 A,0.87,27.881827439183777,33.501690908032664,31.220990160862097
Run Time,Line 92,1013975 A,0.88,27.881827439183777,33.501690908032664,31.220990160862097
Run Time,Line 92,1013975 A,0.89,27.886537880004003,33.501690908032664,31.220990160862097
Run Time,Line 92,1013975 A,0.9,27.897528908584526,33.529002069099,31.220990160862097
Run Time,Line 92,1013975 A,0.91,27.908519937165046,33.58089327512503,31.220990160862097
Run Time,Line 92,1013975 A,0.92,27.921324161193002,33.632784481151056,31.220990160862097
Run Time,Line 92,1013975 A,0.93,27.935488281806528,33.684675687177084,31.220990160862097
Run Time,Line 92,1013975 A,0.94,27.94965240242006,33.73656689320311,31.220990160862097
Run Time,Line 92,1013975 A,0.95,27.973809196146043,33.77480251869598,31.220990160862097
Run Time,Line 92,1013975 A,0.96,28.001963059117,33.77480251869598,31.220990160862097
Run Time,Line 92,1013975 A,0.97,28.030116922087966,33.77480251869598,31.220990160862097
Run Time,Line 92,1013975 A,0.98,28.114419659234052,33.77480251869597,31.220990160862097
Run Time,Line 92,1013975 A,0.99,28.208080542075987,33.77480251869598,31.220990160862097
Run Time,Line 92,1013975 A,1.0,28.301741424917928,33.77480251869598,31.220990160862097
Run Time,Line 92,1014905,0.5,23.085833333333333,23.085833333333333,23.085833333333333
Run Time,Line 92,1014905,0.51,23.09017234317229,23.104822480606064,23.308362120710587
Run Time,Line 92,1014905,0.52,23.094511353011253,23.12381162787879,23.530890908087834
Run Time,Line 92,1014905,0.53,23.098850362850218,23.142800775151514,23.75341969546508
Run Time,Line 92,1014905,0.54,23.10109404574448,23.161789922424244,23.798353392916255
Run Time,Line 92,1014905,0.55,23.10229006516639,23.18077906969697,23.81791636323513
Run Time,Line 92,1014905,0.56,23.103486084588305,23.199768216969698,23.837479333554015
Run Time,Line 92,1014905,0.57,23.104873635602594,23.21875736424243,24.097300033101625
Run Time,Line 92,1014905,0.58,23.106644249801636,23.23774651151515,24.437206642392145
Run Time,Line 92,1014905,0.59,23.10841486400068,23.46316190886044,24.777113251682668
Run Time,Line 92,1014905,0.6,23.110185478199718,23.791790431242,25.039073651108904
Run Time,Line 92,1014905,0.61,23.130527411883083,24.12041895362356,25.254266324616577
Run Time,Line 92,1014905,0.62,23.150869345566445,24.44904747600512,25.469458998124246
Run Time,Line 92,1014905,0.63,23.171211279249803,24.777675998386687,25.717664184045024
Run Time,Line 92,1014905,0.64,23.196885494608598,25.106304520768248,25.998881882378903
Run Time,Line 92,1014905,0.65,23.225225850805103,25.434933043149808,26.28009958071279
Run Time,Line 92,1014905,0.66,23.25356620700161,25.76356156553137,26.463196756041047
Run Time,Line 92,1014905,0.67,24.681054205658036,26.15130122416345,26.482759726359923
Run Time,Line 92,1014905,0.68,28.906837489234263,26.65726315529656,26.502322696678807
Run Time,Line 92,1014905,0.69,33.132620772810434,27.16322508642967,26.569570407149953
Run Time,Line 92,1014905,0.7,37.358404056386654,27.66918701756278,26.7798723380779
Run Time,Line 92,1014905,0.71,37.544521737245184,28.175148948695895,26.99017426900585
Run Time,Line 92,1014905,0.72,37.73063941810372,28.681110879829014,27.17877352973629
Run Time,Line 92,1014905,0.73,37.91675709896225,29.18707281096212,27.215454099084187
Run Time,Line 92,1014905,0.74,38.057075893981505,29.69303474209523,27.252134668432088
Run Time,Line 92,1014905,0.75,38.17449524608111,30.198996673228347,27.288815237779986
Run Time,Line 92,1014905,0.76,38.291914598180725,30.198996673228347,27.35973100518592
Run Time,Line 92,1014905,0.77,38.379393941785004,30.198996673228347,27.430646772591857
Run Time,Line 92,1014905,0.78,38.406993268398644,30.198996673228347,27.501562539997796
Run Time,Line 92,1014905,0.79,38.43459259501228,30.198996673228347,27.510427010923536
Run Time,Line 92,1014905,0.8,38.462191921625916,30.198996673228347,27.510427010923536
Run Time,Line 92,1014905,0.81,38.478066679230615,30.198996673228347,27.510427010923536
Run Time,Line 92,1014905,0.82,38.493941436835314,30.198996673228347,27.510427010923536
Run Time,Line 92,1014905,0.83,38.50981619444001,30.198996673228347,27.510427010923536
Run Time,Line 92,1014905,0.84,38.5167469535717,30.198996673228347,27.510427010923536
Run Time,Line 92,1014905,0.85,38.51920571346688,30.198996673228347,27.510427010923536
Run Time,Line 92,1014905,0.86,38.52166447336206,30.198996673228347,27.510427010923536
Run Time,Line 92,1014905,0.87,38.53687627950164,30.198996673228347,27.510427010923536
Run Time,Line 92,1014905,0.88,38.57759417813002,30.198996673228347,27.510427010923536
Run Time,Line 92,1014905,0.89,38.6183120767584,30.198996673228347,27.510427010923536
Run Time,Line 92,1014905,0.9,38.65902997538678,30.198996673228347,27.510427010923536
Run Time,Line 92,1014905,0.91,38.65902997538678,30.198996673228347,27.510427010923536
Run Time,Line 92,1014905,0.92,38.65902997538678,30.245593065959184,27.510427010923536
Run Time,Line 92,1014905,0.93,38.65902997538678,30.385382244151693,27.510427010923536
Run Time,Line 92,1014905,0.94,38.65902997538678,30.525171422344197,27.510427010923536
Run Time,Line 92,1014905,0.95,38.65902997538678,30.664960600536702,27.510427010923536
Run Time,Line 92,1014905,0.96,38.65902997538678,30.804749778729207,27.510427010923536
Run Time,Line 92,1014905,0.97,38.66662045755914,30.944538956921715,27.510427010923536
Run Time,Line 92,1014905,0.98,38.68939190407623,31.084328135114212,27.510427010923536
Run Time,Line 92,1014905,0.99,38.71216335059332,31.22411731330672,27.510427010923536
Run Time,Line 92,1014905,1.0,38.73493479711041,31.36390649149923,27.510427010923536
Run Time,Line 92,1015777 A,0.5,11.794166666666666,11.794166666666666,11.794166666666666
Run Time,Line 92,1015777 A,0.51,11.810452240630285,11.837932971887552,11.901542234538736
Run Time,Line 92,1015777 A,0.52,11.826737814593901,11.881699277108432,12.008917802410807
Run Time,Line 92,1015777 A,0.53,11.843023388557521,11.925465582329318,12.116293370282875
Run Time,Line 92,1015777 A,0.54,11.848697658943603,11.9692318875502,12.181233084983946
Run Time,Line 92,1015777 A,0.55,11.849066277540922,12.012998192771082,12.22495487309952
Run Time,Line 92,1015777 A,0.56,11.849434896138238,12.056764497991965,12.268676661215094
Run Time,Line 92,1015777 A,0.57,11.849803514735555,12.10053080321285,12.312398449330667
Run Time,Line 92,1015777 A,0.58,11.850172133332874,12.144297108433733,12.35612023744624
Run Time,Line 92,1015777 A,0.59,11.85054075193019,12.188063413654618,12.399842025561812
Run Time,Line 92,1015777 A,0.6,11.850909370527507,12.2318297188755,12.443563813677388
Run Time,Line 92,1015777 A,0.61,11.852761075116653,12.275596024096386,12.624880640862559
Run Time,Line 92,1015777 A,0.62,11.854612779705798,12.319362329317268,12.806197468047731
Run Time,Line 92,1015777 A,0.63,11.856464484294943,12.379021538136982,12.9875142952329
Run Time,Line 92,1015777 A,0.64,11.858316188884087,12.454573650555528,13.168831122418075
Run Time,Line 92,1015777 A,0.65,11.860167893473234,12.530125762974075,13.350147949603246
Run Time,Line 92,1015777 A,0.66,11.862019598062378,12.60567787539262,13.531464776788416
Run Time,Line 92,1015777 A,0.67,11.864249468849756,12.681229987811166,13.694349869768004
Run Time,Line 92,1015777 A,0.68,11.867235672033605,12.756782100229712,13.82037149433642
Run Time,Line 92,1015777 A,0.69,11.870221875217451,12.832334212648258,13.946393118904838
Run Time,Line 92,1015777 A,0.7,11.873208078401298,12.907886325066801,14.072414743473255
Run Time,Line 92,1015777 A,0.71,11.876194281585144,12.983438437485349,14.19843636804167
Run Time,Line 92,1015777 A,0.72,11.879180484768993,13.058990549903895,14.324457992610089
Run Time,Line 92,1015777 A,0.73,11.882166687952841,13.13454266232244,14.450479617178507
Run Time,Line 92,1015777 A,0.74,11.883609125220191,13.210094774740986,14.586360076322006
Run Time,Line 92,1015777 A,0.75,11.884279679529296,13.285646887159533,14.72716995275304
Run Time,Line 92,1015777 A,0.76,11.884950233838401,13.400178325841942,14.867979829184081
Run Time,Line 92,1015777 A,0.77,11.885620788147504,13.514709764524351,15.008789705615118
Run Time,Line 92,1015777 A,0.78,11.886291342456607,13.629241203206762,15.149599582046157
Run Time,Line 92,1015777 A,0.79,11.886961896765712,13.743772641889171,15.290409458477193
Run Time,Line 92,1015777 A,0.8,11.887632451074817,13.85830408057158,15.43121933490823
Run Time,Line 92,1015777 A,0.81,11.88806647084662,13.972835519253993,15.43121933490823
Run Time,Line 92,1015777 A,0.82,11.888500490618423,14.0873669579364,15.43121933490823
Run Time,Line 92,1015777 A,0.83,11.888934510390229,14.201898396618809,15.43121933490823
Run Time,Line 92,1015777 A,0.84,11.889368530162029,14.316429835301221,15.43121933490823
Run Time,Line 92,1015777 A,0.85,11.889802549933833,14.43096127398363,15.43121933490823
Run Time,Line 92,1015777 A,0.86,11.890236569705637,14.54549271266604,15.43121933490823
Run Time,Line 92,1015777 A,0.87,11.890525916220172,14.66002415134845,15.43121933490823
Run Time,Line 92,1015777 A,0.88,11.890525916220172,14.732918851083307,15.43121933490823
Run Time,Line 92,1015777 A,0.89,11.890525916220172,14.764176811870612,15.43121933490823
Run Time,Line 92,1015777 A,0.9,11.890525916220172,14.795434772657918,15.43121933490823
Run Time,Line 92,1015777 A,0.91,11.890525916220172,14.826692733445226,15.43121933490823
Run Time,Line 92,1015777 A,0.92,11.890525916220172,14.857950694232528,15.43121933490823
Run Time,Line 92,1015777 A,0.93,11.890525916220172,14.889208655019834,15.43121933490823
Run Time,Line 92,1015777 A,0.94,11.898630855275904,14.920466615807138,15.43121933490823
Run Time,Line 92,1015777 A,0.95,11.910788263859502,14.951724576594446,15.43121933490823
Run Time,Line 92,1015777 A,0.96,11.922945672443102,14.98298253738175,15.43121933490823
Run Time,Line 92,1015777 A,0.97,11.9351030810267,15.014240498169055,15.43121933490823
Run Time,Line 92,1015777 A,0.98,11.947260489610297,15.045498458956361,15.43121933490823
Run Time,Line 92,1015777 A,0.99,11.959417898193896,15.076756419743667,15.43121933490823
Run Time,Line 92,1015777 A,1.0,11.971575306777495,15.108014380530971,15.43121933490823
Run Time,Line 92,1015854,0.5,97.31111111111112,97.31111111111112,97.3111111111111
Run Time,Line 92,1015854,0.51,97.47807936931694,97.80060634552055,97.43906786470889
Run Time,Line 92,1015854,0.52,97.54381947256354,98.08643909351876,97.66299218350501
Run Time,Line 92,1015854,0.53,97.6235855987324,99.02957793095645,97.74936299218352
Run Time,Line 92,1015854,0.54,97.8412884292905,99.46966428284958,97.94449704142014
Run Time,Line 92,1015854,0.55,97.87352230935774,99.6391098816804,98.46272189349114
Run Time,Line 92,1015854,0.56,97.9047084401485,99.77032645993111,99.21126890203816
Run Time,Line 92,1015854,0.57,98.07122696459575,100.04016506700496,99.75188618598875
Run Time,Line 92,1015854,0.58,98.26708175942615,100.19740301080736,99.85105267002703
Run Time,Line 92,1015854,0.59,98.37098126029619,100.38453141440202,100.13895536562204
Run Time,Line 92,1015854,0.6,98.58447557245246,100.74404140085265,100.5740083278545
Run Time,Line 92,1015854,0.61,98.82980213949202,100.83189957649294,100.8779056176492
Run Time,Line 92,1015854,0.62,99.01953451649712,100.8611856350397,101.23298560888304
Run Time,Line 92,1015854,0.63,99.20315283358262,101.2629678305639,101.79279640587333
Run Time,Line 92,1015854,0.64,99.45679703755903,102.46831441713648,101.92395207831106
Run Time,Line 92,1015854,0.65,99.57091925836178,103.06406043118962,102.01352180582951
Run Time,Line 92,1015854,0.66,99.688832486127,103.63409078995986,102.15427423478707
Run Time,Line 92,1015854,0.67,99.71515822333518,104.03675329144792,102.22465044926584
Run Time,Line 92,1015854,0.68,99.74591914467837,104.13039573365444,102.61491854773908
Run Time,Line 92,1015854,0.69,99.86910756464306,104.20338432879485,102.96360070129303
Run Time,Line 92,1015854,0.7,99.96283601059561,104.507519803758,103.6449704142012
Run Time,Line 92,1015854,0.71,99.991532811556,104.7873257470077,103.79212068083862
Run Time,Line 92,1015854,0.72,100.03566573633157,104.7873257470077,103.83690554459787
Run Time,Line 92,1015854,0.73,100.12891488543625,105.21900611437412,105.27641902257287
Run Time,Line 92,1015854,0.74,100.2013075643469,105.50050099044056,105.48754766600922
Run Time,Line 92,1015854,0.75,100.23323137034066,105.63810241071818,105.70827306596539
Run Time,Line 92,1015854,0.76,100.27522856045636,105.63810241071818,105.87781576448242
Run Time,Line 92,1015854,0.77,100.3708470030387,105.88068990915187,106.70633574402808
Run Time,Line 92,1015854,0.78,100.43604565106371,106.26125510243169,107.55404923661335
Run Time,Line 92,1015854,0.79,100.55808538425835,106.62657414955639,108.15864489736285
Run Time,Line 92,1015854,0.8,100.59782874905089,106.82342320952482,108.2194243553218
Run Time,Line 92,1015854,0.81,100.66089172518639,107.54757704908738,109.41582000146103
Run Time,Line 92,1015854,0.82,101.22366478775764,107.88241837022507,110.08759295784938
Run Time,Line 92,1015854,0.83,101.8219249800263,108.01326284655416,111.10165023011174
Run Time,Line 92,1015854,0.84,102.19755487438088,108.12542615169075,112.70430856892396
Run Time,Line 92,1015854,0.85,102.34816835367056,108.23790058943523,113.49764044123019
Run Time,Line 92,1015854,0.86,102.37851478508807,108.80010974168991,114.82839067864708
Run Time,Line 92,1015854,0.87,102.46146048195354,109.47797406106483,115.16107823800132
Run Time,Line 92,1015854,0.88,102.57846440382843,109.93741400017001,115.16107823800132
Run Time,Line 92,1015854,0.89,102.66793501632195,111.31871527143502,115.16107823800132
Run Time,Line 92,1015854,0.9,102.80543780427175,112.58278996925132,115.16107823800132
Run Time,Line 92,1015854,0.91,103.28553776190714,113.51193497472694,115.16107823800132
Run Time,Line 92,1015854,0.92,103.91416838647436,113.88844716897002,115.16107823800132
Run Time,Line 92,1015854,0.93,104.05921079923972,114.28146711702244,115.16107823800132
Run Time,Line 92,1015854,0.94,104.06223183597888,114.5238269577246,115.16107823800132
Run Time,Line 92,1015854,0.95,104.20282030116489,114.77473160786744,115.16107823800132
Run Time,Line 92,1015854,0.96,104.70244354684533,115.19338598424189,115.16107823800132
Run Time,Line 92,1015854,0.97,106.63714257233289,115.19338598424189,115.16107823800132
Run Time,Line 92,1015854,0.98,107.07833403864896,115.34677264999986,115.16107823800132
Run Time,Line 92,1015854,0.99,107.56442440147264,115.53865936886311,115.16107823800132
Run Time,Line 92,1015854,1.0,109.45126397004427,115.65415952817885,115.16107823800132
Run Time,Line 92,1015950 A,0.5,75.93944444444445,75.93944444444445,75.93944444444445
Run Time,Line 92,1015950 A,0.51,75.94122203450887,76.48161087312921,76.66306818532819
Run Time,Line 92,1015950 A,0.52,75.94864672547185,76.91534401607701,77.03836737022738
Run Time,Line 92,1015950 A,0.53,75.9621269239797,77.17875272846084,77.12515530673531
Run Time,Line 92,1015950 A,0.54,75.9907155634181,77.66759311857108,77.67872160446161
Run Time,Line 92,1015950 A,0.55,76.08155773391549,78.13639851306426,78.478577992278
Run Time,Line 92,1015950 A,0.56,76.17332832518866,78.33970223859696,79.97508349206349
