Basis,Line,Product,,Rate,Yield,Uptime
Net Quantity Produced,Line 91,1028677,0.5,1390788.0,1390788.0,1390788.0
Net Quantity Produced,Line 91,1028677,0.51,1390788.0,1394737.2255248332,1391198.7466036621
Net Quantity Produced,Line 91,1028677,0.52,1390890.618548391,1401771.6471728666,1392430.9864146484
Net Quantity Produced,Line 91,1028677,0.53,1392245.8490566039,1407680.2025295675,1394698.3076668635
Net Quantity Produced,Line 91,1028677,0.54,1392245.8490566039,1409354.344660194,1398641.4750620204
Net Quantity Produced,Line 91,1028677,0.55,1392468.104551631,1414166.7741297653,1403356.8460720617
Net Quantity Produced,Line 91,1028677,0.56,1393174.020003842,1430427.5232940589,1406248.502161843
Net Quantity Produced,Line 91,1028677,0.57,1393703.6981132075,1437035.2924579473,1409452.3256704074
Net Quantity Produced,Line 91,1028677,0.58,1394321.6314474256,1438810.4754344826,1410914.5835794448
Net Quantity Produced,Line 91,1028677,0.59,1395147.090422895,1449709.2784089379,1414430.5745067927
Net Quantity Produced,Line 91,1028677,0.6,1395812.9265355282,1454935.4215039762,1416336.4387477848
Net Quantity Produced,Line 91,1028677,0.61,1396585.8577016725,1462604.5088161207,1416763.6152155937
Net Quantity Produced,Line 91,1028677,0.62,1396756.0289541634,1472775.5297058695,1418735.1989131717
Net Quantity Produced,Line 91,1028677,0.63,1397993.8383200523,1486350.5359007274,1419934.5789958653
Net Quantity Produced,Line 91,1028677,0.64,1398077.2452830188,1502226.7414492995,1421544.7056822209
Net Quantity Produced,Line 91,1028677,0.65,1398077.2452830188,1512119.765625,1428987.4341405788
Net Quantity Produced,Line 91,1028677,0.66,1398077.2452830188,1522680.602083333,1437284.515534554
Net Quantity Produced,Line 91,1028677,0.67,1400076.6003801485,1549368.250796481,1465116.7053987004
Net Quantity Produced,Line 91,1028677,0.68,1401279.204877594,1558151.827344461,1478687.7731836976
Net Quantity Produced,Line 91,1028677,0.69,1402177.6183698298,1567250.5116301852,1478687.7731836976
Net Quantity Produced,Line 91,1028677,0.7,1402688.6885524534,1580277.891902663,1478687.7731836976
Net Quantity Produced,Line 91,1028677,0.71,1403270.9739687534,1587592.0491592116,1478687.7731836976
Net Quantity Produced,Line 91,1028677,0.72,1403540.2787367322,1601438.4016438352,1478687.7731836976
Net Quantity Produced,Line 91,1028677,0.73,1403772.9932844704,1616858.2128677561,1478687.7731836976
Net Quantity Produced,Line 91,1028677,0.74,1403973.5238026127,1626695.659079448,1478687.7731836976
Net Quantity Produced,Line 91,1028677,0.75,1404214.4013981689,1651670.6415929205,1478687.7731836976
Net Quantity Produced,Line 91,1028677,0.76,1404653.6971597036,1653426.8483510697,1478687.7731836976
Net Quantity Produced,Line 91,1028677,0.77,1404905.4228333423,1674251.6079298996,1478687.7731836976
Net Quantity Produced,Line 91,1028677,0.78,1405299.572904423,1686464.9248128284,1478687.7731836976
Net Quantity Produced,Line 91,1028677,0.79,1405366.4905660378,1696711.8408308316,1478687.7731836976
Net Quantity Produced,Line 91,1028677,0.8,1405366.4905660378,1741107.149321267,1478687.7731836976
Net Quantity Produced,Line 91,1028677,0.81,1405366.4905660378,1759749.7268060541,1478687.7731836976
Net Quantity Produced,Line 91,1028677,0.82,1405632.568942246,1768274.0776800073,1478687.7731836976
Net Quantity Produced,Line 91,1028677,0.83,1406032.5377913122,1775582.096859266,1478687.7731836976
Net Quantity Produced,Line 91,1028677,0.84,1406789.2649075226,1798305.899442799,1478687.7731836976
Net Quantity Produced,Line 91,1028677,0.85,1406824.3396226414,1801408.4488107546,1478687.7731836976
Net Quantity Produced,Line 91,1028677,0.86,1406824.3396226414,1801408.4488107546,1478687.7731836976
Net Quantity Produced,Line 91,1028677,0.87,1407070.550073101,1802490.0398048647,1478687.7731836976
Net Quantity Produced,Line 91,1028677,0.88,1407296.40987741,1803273.2608695652,1478687.7731836976
Net Quantity Produced,Line 91,1028677,0.89,1408233.4530595527,1803759.1168776748,1478687.7731836976
Net Quantity Produced,Line 91,1028677,0.9,1408410.822419534,1805141.9378238341,1478687.7731836976
Net Quantity Produced,Line 91,1028677,0.91,1409610.4129494482,1805141.9378238341,1478687.7731836976
Net Quantity Produced,Line 91,1028677,0.92,1409740.0377358492,1805141.9378238341,1478687.7731836976
Net Quantity Produced,Line 91,1028677,0.93,1409755.8039986822,1806302.921227829,1478687.7731836976
Net Quantity Produced,Line 91,1028677,0.94,1410546.4186521706,1807014.4917012448,1478687.7731836976
Net Quantity Produced,Line 91,1028677,0.95,1431113.1179492148,1807014.4917012448,1478687.7731836976
Net Quantity Produced,Line 91,1028677,0.96,1439532.2245283017,1807014.4917012448,1478687.7731836976
Net Quantity Produced,Line 91,1028677,0.97,1707111.1865395813,1807014.4917012448,1478687.7731836976
Net Quantity Produced,Line 91,1028677,0.98,1918854.9763058037,1807014.4917012448,1478687.7731836976
Net Quantity Produced,Line 91,1028677,0.99,1921262.46651346,1807014.4917012448,1478687.7731836976
Net Quantity Produced,Line 91,1028677,1.0,1921931.0062893082,1807014.4917012448,1478687.7731836976
Net Quantity Produced,Line 91,1028679,0.5,676164.0,676164.0,676164.0000000001
Net Quantity Produced,Line 91,1028679,0.51,676164.0,676228.3090760869,682224.2250622406
Net Quantity Produced,Line 91,1028679,0.52,676164.0,676292.6181521739,686108.9847175232
Net Quantity Produced,Line 91,1028679,0.53,676164.0,676356.9272282608,690313.1579444623
Net Quantity Produced,Line 91,1028679,0.54,676164.0,676470.9458670374,695285.6503032238
Net Quantity Produced,Line 91,1028679,0.55,676164.0,676651.2439227334,696127.348228535
Net Quantity Produced,Line 91,1028679,0.56,676164.0,676831.5419784294,696675.5309798915
Net Quantity Produced,Line 91,1028679,0.57,676164.0,677011.8400341253,702740.072441749
Net Quantity Produced,Line 91,1028679,0.58,676164.0,679346.0616434109,709667.8938270028
Net Quantity Produced,Line 91,1028679,0.59,676282.2893173923,682039.2705116279,709870.7646090009
Net Quantity Produced,Line 91,1028679,0.6,676401.0759697881,684732.479379845,711385.8208745611
Net Quantity Produced,Line 91,1028679,0.61,676504.9324245806,687269.1148786611,713276.4039067986
Net Quantity Produced,Line 91,1028679,0.62,676595.2222444863,689414.3169539749,715684.9548930738
Net Quantity Produced,Line 91,1028679,0.63,676822.7774400292,691559.5190292886,718244.5798659432
Net Quantity Produced,Line 91,1028679,0.64,676966.8959857677,693704.7211046024,719422.9569613788
Net Quantity Produced,Line 91,1028679,0.65,676995.7630556164,694317.6359832636,720450.2600702203
Net Quantity Produced,Line 91,1028679,0.66,677030.1597714722,694317.6359832636,722081.8591254388
Net Quantity Produced,Line 91,1028679,0.67,677037.5968992248,694317.6359832636,724719.179291414
Net Quantity Produced,Line 91,1028679,0.68,677037.5968992248,694943.818543933,728789.5441302267
Net Quantity Produced,Line 91,1028679,0.69,677037.5968992248,699327.0964686192,736533.1650430895
Net Quantity Produced,Line 91,1028679,0.7,677037.5968992248,703710.3743933054,739744.5663581232
Net Quantity Produced,Line 91,1028679,0.71,677037.5968992248,708093.6523179916,741186.2438301947
Net Quantity Produced,Line 91,1028679,0.72,677177.870672876,715136.3307195466,743991.903581232
Net Quantity Produced,Line 91,1028679,0.73,677546.509483188,724173.5594787534,753755.5995148419
Net Quantity Produced,Line 91,1028679,0.74,677840.0978573561,733210.7882379602,767870.2262623681
Net Quantity Produced,Line 91,1028679,0.75,678386.0151547012,742248.0169971671,775009.5512288542
Net Quantity Produced,Line 91,1028679,0.76,679429.8165695149,743479.252552921,776951.9310564953
Net Quantity Produced,Line 91,1028679,0.77,681258.5476392108,744710.4881086748,776951.9310564953
Net Quantity Produced,Line 91,1028679,0.78,682741.8984440828,745941.7236644286,776951.9310564953
Net Quantity Produced,Line 91,1028679,0.79,684283.0304030543,748051.1114633101,776951.9310564953
Net Quantity Produced,Line 91,1028679,0.8,687707.0680106692,751331.3689196954,776951.9310564953
Net Quantity Produced,Line 91,1028679,0.81,696104.2214390539,754611.6263760807,776951.9310564953
Net Quantity Produced,Line 91,1028679,0.82,714817.1109964334,757891.883832466,776951.9310564953
Net Quantity Produced,Line 91,1028679,0.83,738908.3652538616,758485.344072747,776951.9310564953
Net Quantity Produced,Line 91,1028679,0.84,761699.9658157027,758631.0047770111,776951.9310564953
Net Quantity Produced,Line 91,1028679,0.85,767439.7095432924,758776.665481275,776951.9310564953
Net Quantity Produced,Line 91,1028679,0.86,768704.2926918097,759143.0239505651,776951.9310564953
Net Quantity Produced,Line 91,1028679,0.87,769365.0721239182,760061.1268324214,776951.9310564953
Net Quantity Produced,Line 91,1028679,0.88,770228.1570162297,760979.2297142779,776951.9310564953
Net Quantity Produced,Line 91,1028679,0.89,771669.33249475,761897.3325961342,776951.9310564953
Net Quantity Produced,Line 91,1028679,0.9,773261.5462676857,763505.4224531277,776951.9310564953
Net Quantity Produced,Line 91,1028679,0.91,774141.252236136,765389.5071001764,776951.9310564953
Net Quantity Produced,Line 91,1028679,0.92,774158.7932010659,767273.5917472249,776951.9310564953
Net Quantity Produced,Line 91,1028679,0.93,774321.0471266666,768975.3280631601,776951.9310564953
Net Quantity Produced,Line 91,1028679,0.94,774687.4361545074,769582.9743924133,776951.9310564953
Net Quantity Produced,Line 91,1028679,0.95,774954.5451039688,770190.6207216665,776951.9310564953
Net Quantity Produced,Line 91,1028679,0.96,775044.4106151598,770798.2670509197,776951.9310564953
Net Quantity Produced,Line 91,1028679,0.97,776264.8192285064,772145.7332513038,776951.9310564953
Net Quantity Produced,Line 91,1028679,0.98,776746.4480817141,774048.0643550357,776951.9310564953
Net Quantity Produced,Line 91,1028679,0.99,779819.8052492692,775950.3954587679,776951.9310564953
Net Quantity Produced,Line 91,1028679,1.0,788254.9266914675,777852.7265625,776951.9310564953
Net Quantity Produced,Line 91,1028733,0.5,3420792.0,3420792.0,3420792.0
Net Quantity Produced,Line 91,1028733,0.51,3422015.0285751745,3446506.6364527727,3440268.357611375
Net Quantity Produced,Line 91,1028733,0.52,3422773.746516583,3458720.170491144,3458101.870407583
Net Quantity Produced,Line 91,1028733,0.53,3424422.9116213443,3509933.919878715,3465105.5772511847
Net Quantity Produced,Line 91,1028733,0.54,3424608.262913353,3531797.014407735,3469817.9479052136
Net Quantity Produced,Line 91,1028733,0.55,3424847.164225352,3531797.014407735,3508014.0898578204
Net Quantity Produced,Line 91,1028733,0.56,3428425.0762749626,3531797.014407735,3519276.223393365
Net Quantity Produced,Line 91,1028733,0.57,3428801.9530985914,3532393.601741249,3534764.3590521323
Net Quantity Produced,Line 91,1028733,0.58,3428801.9530985914,3535774.263297834,3556694.175696682
Net Quantity Produced,Line 91,1028733,0.59,3430818.381016543,3562980.198329561,3586254.5741800945
Net Quantity Produced,Line 91,1028733,0.6,3437349.0586834988,3567917.66569145,3603666.5675829384
Net Quantity Produced,Line 91,1028733,0.61,3462100.1776153934,3615285.664215052,3620062.5911658765
Net Quantity Produced,Line 91,1028733,0.62,3476918.3355834777,3621415.854450376,3635248.097516588
Net Quantity Produced,Line 91,1028733,0.63,3479739.633785915,3621415.854450376,3656410.532701422
Net Quantity Produced,Line 91,1028733,0.64,3493259.335723418,3621415.854450376,3677248.722199052
Net Quantity Produced,Line 91,1028733,0.65,3504172.1722566914,3621415.854450376,3695374.056113744
Net Quantity Produced,Line 91,1028733,0.66,3507968.465809239,3625597.627954361,3716093.355526066
Net Quantity Produced,Line 91,1028733,0.67,3509108.6788677666,3630714.8284997903,3720178.8511848343
Net Quantity Produced,Line 91,1028733,0.68,3511057.6390846954,3639049.1341489917,3739979.4544834127
Net Quantity Produced,Line 91,1028733,0.69,3511852.5194366197,3649501.2408602918,3779861.674009478
Net Quantity Produced,Line 91,1028733,0.7,3512487.4117757226,3650892.495126135,3796916.997156398
Net Quantity Produced,Line 91,1028733,0.71,3515807.308309859,3659965.911617861,3805563.548815166
Net Quantity Produced,Line 91,1028733,0.72,3515807.308309859,3685173.175831545,3843738.074388625
Net Quantity Produced,Line 91,1028733,0.73,3515807.308309859,3702556.068170373,3890948.2464454975
Net Quantity Produced,Line 91,1028733,0.74,3519660.704960585,3706927.444874233,3890948.2464454975
Net Quantity Produced,Line 91,1028733,0.75,3534592.555457746,3706927.444874234,3890948.2464454975
Net Quantity Produced,Line 91,1028733,0.76,3552015.438208993,3706927.444874234,3890948.2464454975
Net Quantity Produced,Line 91,1028733,0.77,3571914.5263367207,3706927.444874234,3890948.2464454975
Net Quantity Produced,Line 91,1028733,0.78,3582412.6709256396,3706927.444874234,3890948.2464454975
Net Quantity Produced,Line 91,1028733,0.79,3587550.0335194967,3706927.444874234,3890948.2464454975
Net Quantity Produced,Line 91,1028733,0.8,3597615.0962043866,3706927.444874234,3890948.2464454975
Net Quantity Produced,Line 91,1028733,0.81,3601525.2047659317,3706927.444874234,3890948.2464454975
Net Quantity Produced,Line 91,1028733,0.82,3602812.6635211264,3711309.1558019808,3890948.2464454975
Net Quantity Produced,Line 91,1028733,0.83,3619280.261874381,3711309.155801981,3890948.2464454975
Net Quantity Produced,Line 91,1028733,0.84,4331928.315775222,3711309.1558019808,3890948.2464454975
Net Quantity Produced,Line 91,1028733,0.85,5132718.884748436,3711309.1558019808,3890948.2464454975
Net Quantity Produced,Line 91,1028733,0.86,5177320.400381953,3711309.1558019808,3890948.2464454975
Net Quantity Produced,Line 91,1028733,0.87,5195844.141838922,3717131.199635155,3890948.2464454975
Net Quantity Produced,Line 91,1028733,0.88,5215832.066686654,3728410.759779112,3890948.2464454975
Net Quantity Produced,Line 91,1028733,0.89,5223553.049479416,3735383.4871997363,3890948.2464454975
Net Quantity Produced,Line 91,1028733,0.9,5232365.778023376,3737818.5069148527,3890948.2464454975
Net Quantity Produced,Line 91,1028733,0.91,5232976.637070422,3737818.5069148527,3890948.2464454975
Net Quantity Produced,Line 91,1028733,0.92,5251848.193670767,3753308.4059682554,3890948.2464454975
Net Quantity Produced,Line 91,1028733,0.93,5510843.213318726,3770814.3595231627,3890948.2464454975
Net Quantity Produced,Line 91,1028733,0.94,5568718.926566215,3799561.6715219854,3890948.2464454975
Net Quantity Produced,Line 91,1028733,0.95,5597856.104587975,3801549.892323349,3890948.2464454975
Net Quantity Produced,Line 91,1028733,0.96,5602661.518260711,3805778.8434042134,3890948.2464454975
Net Quantity Produced,Line 91,1028733,0.97,5611042.02515161,3810504.2408728483,3890948.2464454975
Net Quantity Produced,Line 91,1028733,0.98,5616100.890444976,3815491.5099188304,3890948.2464454975
Net Quantity Produced,Line 91,1028733,0.99,5625038.586807888,3819901.1701444876,3890948.2464454975
Net Quantity Produced,Line 91,1028733,1.0,5631619.355492958,3824321.005856853,3890948.2464454975
Net Quantity Produced,Line 91,1028860,0.5,226656.0,226656.0,226656.0
Net Quantity Produced,Line 91,1028860,0.51,226667.39331012708,227102.17322834648,226873.2247679135
Net Quantity Produced,Line 91,1028860,0.52,226678.7866202542,227548.3464566929,227090.44953582695
Net Quantity Produced,Line 91,1028860,0.53,226690.1799303813,227994.51968503935,227307.67430374047
Net Quantity Produced,Line 91,1028860,0.54,226701.5732405084,228440.69291338584,227524.89907165393
Net Quantity Produced,Line 91,1028860,0.55,227212.61740020174,228886.86614173226,227943.00567823346
Net Quantity Produced,Line 91,1028860,0.56,228323.24257937452,229333.0393700787,228602.17049121228
Net Quantity Produced,Line 91,1028860,0.57,229433.86775854728,229779.21259842516,229261.33530419107
Net Quantity Produced,Line 91,1028860,0.58,230544.4929377201,230225.38582677164,229920.5001171699
Net Quantity Produced,Line 91,1028860,0.59,231655.11811689285,230671.5590551181,230579.66493014872
Net Quantity Produced,Line 91,1028860,0.6,232765.74329606563,231117.73228346455,231238.82974312754
Net Quantity Produced,Line 91,1028860,0.61,233876.36847523844,231563.905511811,231897.99455610637
Net Quantity Produced,Line 91,1028860,0.62,234986.99365441126,232010.07874015748,232557.1593690852
Net Quantity Produced,Line 91,1028860,0.63,236097.618833584,232456.2519685039,233216.32418206398
Net Quantity Produced,Line 91,1028860,0.64,236818.20426805856,232902.42519685038,234096.11853988285
Net Quantity Produced,Line 91,1028860,0.65,236856.22014931106,233348.59842519683,235362.01460117172
Net Quantity Produced,Line 91,1028860,0.66,236894.2360305636,233794.7716535433,236627.91066246058
Net Quantity Produced,Line 91,1028860,0.67,236932.25191181616,234477.9406084467,237893.80672374944
Net Quantity Produced,Line 91,1028860,0.68,236970.26779306863,235635.10101646386,239159.7027850383
Net Quantity Produced,Line 91,1028860,0.69,237008.2836743212,236792.26142448105,240425.5988463272
Net Quantity Produced,Line 91,1028860,0.7,237046.29955557373,237949.42183249822,241691.49490761603
Net Quantity Produced,Line 91,1028860,0.71,237084.31543682623,239106.5822405154,242957.3909689049
